ds_name,algo_name,J,hc_cat_encoder,performance_mean,performance_std,relative_performance_mean,relative_performance_std,performance_baseline_mean,performance_baseline_std,measure_count
Adult,DT,2.0,mhe,0.20252809524536128,5.657974790513243e-05,0.6687005045806771,0.0011102489848261693,0.30286889076232903,0.0005506791913306488,5
Adult,DT,2.0,mhe+te,0.20223040580749513,0.0007275938455504087,1.0004237672469631,0.005404060279959224,0.20214667320251462,0.0005573362988452751,5
Adult,DT,2.0,pca,0.20212101936340332,0.0005174647188685991,0.6673583710490115,0.0027097608061444904,0.30286889076232903,0.0005506791913306488,5
Adult,GBDT,21.0,mhe,4.4130332469940186,0.04503559457658895,0.6414914778478992,0.030949580070109544,6.890599966049194,0.29838927145832617,5
Adult,GBDT,21.0,mhe+te,3.1636985778808593,0.05525424563931969,1.0135209466647919,0.03737499574413331,3.1234578132629394,0.07157604758214003,5
Adult,GBDT,21.0,pca,5.0573179721832275,0.11000069078607476,0.7350144672278419,0.03527543730069538,6.890599966049194,0.29838927145832617,5
Adult,LR,8.0,mhe,0.4037266731262207,0.0008391041649399691,0.8806381540350096,0.10896497811753762,0.46396360397338865,0.05572329316215621,5
Adult,LR,8.0,pca,0.4033215999603271,0.0005463120376936906,0.8799354527391714,0.11074162512632886,0.46396360397338865,0.05572329316215621,5
Adult,MLP,3.0,mhe,105.73607482910157,16.268439951438374,1.5643557765620655,0.26423672159878686,68.2354413509369,8.614487105363406,5
Adult,MLP,3.0,pca,98.86804900169372,8.009153701668295,1.4636786550684298,0.18123259385475649,68.2354413509369,8.614487105363406,5
Adult,RF,3.0,mhe,2.6399659156799316,0.04459889038653152,0.9357970378391135,0.015738402286460014,2.8210853576660155,0.0005164507615957897,5
Adult,RF,3.0,mhe+te,2.518501710891724,0.17472500119968418,1.0781636931260579,0.08356124010423464,2.337365674972534,0.04536079794444593,5
Adult,RF,3.0,pca,2.8011523723602294,0.044979024692820065,0.9929352528721689,0.016016417249835255,2.8210853576660155,0.0005164507615957897,5
Adult,SVM,21.0,mhe,64.65011763572693,1.1117324312880652,0.8388524900405667,0.018044592272003578,77.08003487586976,1.0158605990759688,5
Adult,SVM,21.0,pca,65.3350706577301,1.0578965390071307,0.8476756761547058,0.013015666682783502,77.08003487586976,1.0158605990759688,5
Colleges,DT,6.0,mhe,0.10178718566894526,2.325565178762049e-05,1.0020454355048418,0.004593387128118117,0.10158104896545406,0.0004468024094667059,5
Colleges,DT,6.0,mhe+te,0.10157861709594722,0.0004335684831158231,0.9979926293287017,0.004282733175849871,0.10178294181823726,1.2334100773737422e-05,5
Colleges,DT,6.0,pca,0.10159583091735835,0.00043408328630853714,1.000164881695321,0.00687927215424612,0.10158104896545406,0.0004468024094667059,5
Colleges,GBDT,17.0,mhe,2.035623836517334,0.04461334567544677,0.9269573847585967,0.024041302122513156,2.1965739727020264,0.04484867944138131,5
Colleges,GBDT,17.0,mhe+te,1.914377498626709,0.0004199647475995624,0.9998049537130728,0.00041868013386141484,1.9147511005401612,0.00043442290449837074,5
Colleges,GBDT,17.0,pca,2.297692966461182,0.04507889322830755,1.046482213716508,0.03370227891500331,2.1965739727020264,0.04484867944138131,5
Colleges,LR,6.0,mhe,0.8876202583312989,0.04574123111359634,0.9786840342914125,0.05077736705204208,0.9069671154022216,0.0005374146593878855,5
Colleges,LR,6.0,pca,0.8666866779327392,0.05507545401424492,0.9555929285296546,0.06082141942825137,0.9069671154022216,0.0005374146593878855,5
Colleges,MLP,10.0,mhe,76.67106757164001,4.462232549561202,1.234328907667705,0.12787820075458542,62.51354875564575,5.507700333439529,5
Colleges,MLP,10.0,pca,68.22973055839539,7.149841071679486,1.0963435428986448,0.13138276800367849,62.51354875564575,5.507700333439529,5
Colleges,RF,2.0,mhe,1.0079546928405763,0.0005257297424528909,1.2500722452653386,0.0006143576429044194,0.8063172817230224,0.0005301561698429195,5
Colleges,RF,2.0,mhe+te,1.067979669570923,0.05515615326449919,1.0194551167185926,0.04563416059560915,1.0484290599822998,0.055371112324585046,5
Colleges,RF,2.0,pca,1.0083913803100586,3.159068665334414e-05,1.2506140543128705,0.0008130227316296033,0.8063172817230224,0.0005301561698429195,5
Colleges,SVM,3.0,mhe,28.5683189868927,0.5358999416570993,1.0006923418853568,0.008349015252205175,28.547868633270262,0.4248455374422277,5
