ds_name,algo_name,J,exp_key,train_samples,train_dim,test_samples,test_dim,hc_name,fold,hc_cat_encoder,other_cat_encoder,measure,performance,hc_cat_encoder_baseline,performance_baseline,relative_performance
Adult,DT,2.0,DT_Adult_native-country_2_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,2.0,mhe+te,TargetEncoder,Balanced_accuracy,0.7646956630809338,TargetEncoder,0.7677660820559026,0.9960008405597356
Adult,DT,2.0,DT_Adult_native-country_2_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,2.0,mhe+te,TargetEncoder,train_time(s),0.2025787830352783,TargetEncoder,0.2025558948516845,1.0001129968772844
Adult,DT,2.0,DT_Adult_native-country_2_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,2.0,mhe+te,TargetEncoder,pred_time(s),0.0028715133666992,TargetEncoder,0.001904010772705,1.5081392436764858
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,AUC,0.7634616877348062,TargetEncoder,0.7601598561641605,1.0043436016041507
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,Accuracy,0.8391455674605883,TargetEncoder,0.8364839964512386,1.0031818552663785
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,Precision,0.6836158192090396,TargetEncoder,0.6771061697463201,1.0096139272592335
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,Recall,0.6175219733484548,TargetEncoder,0.6129855401190814,1.0074005550416285
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,F1,0.6488902130195143,TargetEncoder,0.6434523809523809,1.0084510248591898
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,Aver_precision,0.5142108484494851,TargetEncoder,0.5082112765071471,1.0118052711926662
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,Balanced_accuracy,0.7634616877348062,TargetEncoder,0.7601598561641605,1.0043436016041507
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,train_time(s),0.2025749683380127,TargetEncoder,0.2015130519866943,1.0052697149928953
Adult,DT,2.0,DT_Adult_native-country_3_2_mhe+te,34189.0,14.0,14653.0,14.0,native-country,3.0,mhe+te,TargetEncoder,pred_time(s),0.0018763542175292,TargetEncoder,0.0029327869415283,0.639785383302142
