exp_key,ds_name,train_samples,train_dim,test_samples,test_dim,hc_name,fold,algo_name,J,hc_cat_encoder,other_cat_encoder,measure,performance,hc_cardinality,hc_card_rank,hc_samples_per_cat,hc_na_ratio,hc_positve_ratio,hc_mdi_imp,hc_perm_imp,hc_mdi_imp_rank,hc_mdi_imp_rank_cat,hc_perm_imp_rank,hc_perm_imp_rank_cat
NeuralNet_Crime_Crm Cd Desc_2_12_mhe,Crime,136577.0,1853.0,58533.0,1853.0,Crm Cd Desc,2.0,NeuralNet,12.0,mhe,one-hot,Balanced_accuracy,0.6818597574901386,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_2_12_mhe,Crime,136577.0,1853.0,58533.0,1853.0,Crm Cd Desc,2.0,NeuralNet,12.0,mhe,one-hot,train_time(s),2794.860696554184,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_2_12_mhe,Crime,136577.0,1853.0,58533.0,1853.0,Crm Cd Desc,2.0,NeuralNet,12.0,mhe,one-hot,pred_time(s),0.5086405277252197,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,AUC,0.6937373800369561,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,Accuracy,0.7611262023132249,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,Precision,0.8436756958366357,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,Recall,0.8326124965491856,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,F1,0.8381075886344163,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,Aver_precision,0.8267608744610041,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,Balanced_accuracy,0.6937373800369561,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,train_time(s),2372.778597116471,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_pca,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,pca,one-hot,pred_time(s),0.537562370300293,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_mhe,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,mhe,one-hot,AUC,0.6813781189765364,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_mhe,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,mhe,one-hot,Accuracy,0.7578118326414159,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_mhe,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,mhe,one-hot,Precision,0.8356249140657226,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_mhe,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,mhe,one-hot,Recall,0.8388929787429833,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_mhe,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,mhe,one-hot,F1,0.8372557573531101,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_mhe,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,mhe,one-hot,Aver_precision,0.8206417846728502,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
NeuralNet_Crime_Crm Cd Desc_3_12_mhe,Crime,136577.0,1848.0,58533.0,1848.0,Crm Cd Desc,3.0,NeuralNet,12.0,mhe,one-hot,Balanced_accuracy,0.6813781189765364,136.0,4.0,1434.6323529411766,0.0,0.7411818973912152,0.2256612787966169,0.1474265798780175,1.0,1.0,1.0,1.0
